#time,accel_x,accel_y,accel_z
1196.990426,-9326.594869,1924.535449,-2145.067394
1196.990741,-8956.491898,1850.514855,-1532.190996
1196.991057,-9252.574275,444.123565,-536.266849
1196.991373,-8438.347739,-1036.288319,0.000000
1196.991689,-7328.038826,-2960.823768,-689.485948
1196.992005,-7550.100608,-3701.029710,0.000000
1196.992320,-7105.977043,-4367.215058,306.438199
1196.992636,-7105.977043,-4663.297435,229.828649
1196.992952,-6513.812290,-3923.091493,1149.143247
1196.993268,-8142.265362,-3923.091493,1072.533697
1196.993584,-7920.203579,-4219.173869,3140.991542
1196.993900,-8438.347739,-4959.379811,4519.963438
1196.994215,-8438.347739,-4515.256246,5132.839837
1196.994531,-8660.409521,-4515.256246,5745.716235
1196.994847,-8882.471304,-4589.276840,5745.716235
1196.995163,-8068.244768,-4811.338623,5592.497135
1196.995479,-7920.203579,-4959.379811,4673.182538
1196.995794,-7550.100608,-5329.482782,3677.258390
1196.996110,-7846.182985,-4811.338623,2911.162892
1196.996426,-8142.265362,-4219.173869,1685.410096
1196.996742,-7994.224174,-3701.029710,229.828649
1196.997058,-8438.347739,-3182.885551,-842.705048
1196.997373,-8882.471304,-1332.370696,-1455.581446
1196.997689,-10066.800811,296.082377,-689.485948
1196.998005,-11103.089130,2146.597232,-459.657299
1196.998321,-11621.233289,2664.741391,0.000000
1196.998637,-12583.501014,3775.050304,383.047749
1196.998953,-12953.603985,4071.132681,0.000000
1196.999268,-13249.686362,4515.256246,0.000000
1196.999584,-11769.274478,4515.256246,-536.266849
1196.999900,-12139.377449,3997.112087,-1608.800546
1197.000216,-10732.986159,3849.070898,-2757.943793
1197.000532,-11991.336260,3997.112087,-5515.887586
1197.000847,-10510.924376,3849.070898,-4903.011187
1197.001163,-10510.924376,4811.338623,-5515.887586
1197.001479,-11325.150913,4737.318029,-4979.620737
1197.001795,-11029.068536,5255.462188,-4443.353888
1197.002111,-11103.089130,5181.441594,-3600.648841
1197.002426,-11547.212695,3256.906145,-2834.553343
1197.002742,-9548.656652,2664.741391,-3064.381992
1197.003058,-9696.697840,2442.679609,-2298.286494
1197.003374,-9400.615463,2146.597232,-766.095498
1197.003690,-8586.388927,592.164754,-1072.533697
1197.004006,-8068.244768,-1036.288319,-766.095498
1197.004321,-7698.141797,-2368.659014,-536.266849
1197.004637,-7624.121203,-3182.885551,229.828649
1197.004953,-6513.812290,-4515.256246,153.219100
1197.005269,-7254.018232,-4959.379811,842.705048
1197.005585,-6809.894666,-4219.173869,1149.143247
1197.005900,-7698.141797,-4515.256246,2298.286494
1197.006216,-7846.182985,-4811.338623,5362.668486
1197.006532,-8068.244768,-5847.626942,4290.134789
1197.006848,-7846.182985,-5329.482782,4903.011187
1197.007164,-8438.347739,-5551.544565,5745.716235
1197.007479,-8586.388927,-5329.482782,6205.373534
1197.007795,-7698.141797,-6291.750507,5209.449386
1197.008111,-6883.915261,-5181.441594,4290.134789
1197.008427,-6587.832884,-5329.482782,3600.648841
1197.008743,-9252.574275,-3701.029710,2834.553343
1197.009058,-7920.203579,-4071.132681,2221.676944
1197.009374,-6587.832884,-3404.947333,1072.533697
1197.009690,-9548.656652,-3108.864956,-229.828649
1197.010006,-9918.759623,-444.123565,-229.828649
1197.010322,-9030.512492,1332.370696,0.000000
1197.010638,-10362.883188,1998.556043,2298.286494
1197.010953,-12805.562797,1702.473667,0.000000
1197.011269,-11843.295072,3552.988522,0.000000
1197.011585,-11917.315666,3849.070898,0.000000
1197.011901,-12731.542202,4219.173869,-306.438199
1197.012217,-12657.521608,2516.700203,-1685.410096
1197.012532,-10658.965565,3997.112087,-2604.724693
1197.012848,-11399.171507,4367.215058,-3217.601092
1197.013164,-11621.233289,3256.906145,-4213.525239
1197.013480,-11473.192101,4071.132681,-5056.230287
1197.013796,-10807.006753,4441.235652,-5592.497135
1197.014111,-11991.336260,5181.441594,-4826.401637
1197.014427,-11177.109724,5033.400406,-4596.572988
1197.014743,-11547.212695,5625.565159,-3217.601092
1197.015059,-11177.109724,3256.906145,-1072.533697
1197.015375,-10436.903782,3182.885551,-3064.381992
1197.015691,-10066.800811,2516.700203,-1532.190996
1197.016006,-9326.594869,1776.494261,-1532.190996
1197.016322,-8364.327145,-222.061783,-1302.362347
1197.016638,-7994.224174,-592.164754,-229.828649
1197.016954,-7328.038826,-2516.700203,-1455.581446
1197.017270,-7402.059420,-3034.844362,-459.657299
1197.017585,-7105.977043,-4219.173869,-306.438199
1197.017901,-6809.894666,-4589.276840,-612.876398
1197.018217,-7105.977043,-3849.070898,1149.143247
1197.018533,-8142.265362,-3627.009116,2451.505594
1197.018849,-8512.368333,-3478.967927,4596.572988
1197.019164,-8882.471304,-4885.359217,5209.449386
1197.019480,-9104.533087,-5033.400406,6588.421283
1197.019796,-8734.430116,-5477.523971,6052.154434
1197.020112,-8364.327145,-5181.441594,5822.325785
1197.020428,-8142.265362,-5403.503377,5515.887586
1197.020744,-7179.997637,-6217.729913,4519.963438
1197.021059,-6439.791695,-5699.585753,3370.820191
1197.021375,-8216.285956,-3701.029710,2068.457845
1197.021691,-6661.853478,-4293.194464,1378.971896
1197.022007,-8068.244768,-3108.864956,689.485948
1197.022323,-9474.636058,-4515.256246,-612.876398
1197.022638,-8660.409521,-666.185348,-536.266849
1197.022954,-9918.759623,1036.288319,0.000000
1197.023270,-11843.295072,2664.741391,689.485948
1197.023586,-11621.233289,3256.906145,995.924147
1197.023902,-11695.253884,1332.370696,612.876398
1197.024217,-12361.439231,4441.235652,306.438199
